0.5, 0.5, 1, 1.02066e-13, 6.31569e-51, 1, 1, 6.04236e-13, 3.42282e-50, 1
0.5, 1.5, 1, 1.02066e-13, 6.3169e-51, 1, 1, 6.04236e-13, 3.42283e-50, 1
0.5, 2.5, 1, 1.02066e-13, 6.3169e-51, 1, 1, 6.04236e-13, 3.42283e-50, 1
0.5, 3.5, 1, 1.02066e-13, 6.3169e-51, 1, 1, 6.04236e-13, 3.42283e-50, 1
0.5, 4.5, 1, 1.02066e-13, 6.3169e-51, 1, 1, 6.04236e-13, 3.42283e-50, 1
0.5, 5.5, 1, 1.02066e-13, 6.3169e-51, 1, 1, 6.04236e-13, 3.42283e-50, 1
0.5, 6.5, 1, 1.02066e-13, 6.3169e-51, 1, 1, 6.04236e-13, 3.42283e-50, 1
0.5, 7.5, 1, 1.02066e-13, 6.3169e-51, 1, 1, 6.04236e-13, 3.42283e-50, 1
0.5, 8.5, 1, 1.02066e-13, 6.3169e-51, 1, 1, 6.04236e-13, 3.42283e-50, 1
0.5, 9.5, 1, 1.02066e-13, 6.3169e-51, 1, 1, 6.04236e-13, 3.42283e-50, 1
0.5, 10.5, 1, 1.02066e-13, 6.3169e-51, 1, 1, 6.04236e-13, 3.42283e-50, 1
0.5, 11.5, 1, 1.02066e-13, 6.3169e-51, 1, 1, 6.04236e-13, 3.42283e-50, 1
0.5, 12.5, 1, 1.02066e-13, 6.3169e-51, 1, 1, 6.04236e-13, 3.42283e-50, 1
0.5, 13.5, 1, 1.02066e-13, 6.3169e-51, 1, 1, 6.04236e-13, 3.42283e-50, 1
0.5, 14.5, 1, 1.02066e-13, 6.3169e-51, 1, 1, 6.04236e-13, 3.42283e-50, 1
0.5, 15.5, 1, 1.02066e-13, 6.3169e-51, 1, 1, 6.04236e-13, 3.42283e-50, 1
0.5, 16.5, 1, 1.02066e-13, 6.3169e-51, 1, 1, 6.04236e-13, 3.42283e-50, 1
0.5, 17.5, 1, 1.02066e-13, 6.3169e-51, 1, 1, 6.04236e-13, 3.42283e-50, 1
0.5, 18.5, 1, 1.02066e-13, 6.3169e-51, 1, 1, 6.04236e-13, 3.42283e-50, 1
0.5, 19.5, 1, 1.02066e-13, 6.3169e-51, 1, 1, 6.04236e-13, 3.42283e-50, 1
0.5, 20.5, 1, 1.02066e-13, 6.3169e-51, 1, 1, 6.04236e-13, 3.42283e-50, 1
0.5, 21.5, 1, 1.02066e-13, 6.3169e-51, 1, 1, 6.04236e-13, 3.42283e-50, 1
0.5, 22.5, 1, 1.02066e-13, 6.3169e-51, 1, 1, 6.04236e-13, 3.42283e-50, 1
0.5, 23.5, 1, 1.02066e-13, 6.3169e-51, 1, 1, 6.04236e-13, 3.42283e-50, 1
0.5, 24.5, 1, 1.02066e-13, 6.3169e-51, 1, 1, 6.04236e-13, 3.42283e-50, 1
0.5, 25.5, 1, 1.02066e-13, 6.3169e-51, 1, 1, 6.04236e-13, 3.42283e-50, 1
0.5, 26.5, 1, 1.02066e-13, 6.3169e-51, 1, 1, 6.04236e-13, 3.42283e-50, 1
0.5, 27.5, 1, 1.02066e-13, 6.3169e-51, 1, 1, 6.04236e-13, 3.42283e-50, 1
0.5, 28.5, 1, 1.02066e-13, 6.3169e-51, 1, 1, 6.04236e-13, 3.42283e-50, 1
0.5, 29.5, 1, 1.02066e-13, 6.3169e-51, 1, 1, 6.04236e-13, 3.42283e-50, 1
0.5, 30.5, 1, 1.02066e-13, 6.3169e-51, 1, 1, 6.04236e-13, 3.42283e-50, 1
0.5, 31.5, 1, 1.02066e-13, 6.3169e-51, 1, 1, 6.04236e-13, 3.42283e-50, 1
