0.01, 0.005, 1.30285, 0.75423, -0.13757, 1.43979, 0.496509, 0.882816
0.01, 0.015, 1.30012, 0.750211, -0.134879, 1.43544, 0.489438, 0.882816
0.01, 0.025, 1.29749, 0.740448, -0.132246, 1.43121, 0.48244, 0.882816
0.01, 0.035, 1.29517, 0.728155, -0.129951, 1.42754, 0.475518, 0.882816
0.01, 0.045, 1.29283, 0.716355, -0.127674, 1.42392, 0.468674, 0.882816
0.01, 0.055, 1.29046, 0.705267, -0.125389, 1.42031, 0.46191, 0.882816
0.01, 0.065, 1.28803, 0.694363, -0.123086, 1.41669, 0.455229, 0.882816
0.01, 0.075, 1.28556, 0.68339, -0.120756, 1.41304, 0.448633, 0.882816
0.01, 0.085, 1.28305, 0.672178, -0.118392, 1.40935, 0.442125, 0.882816
0.01, 0.095, 1.28048, 0.660621, -0.11599, 1.40562, 0.435708, 0.882816
0.01, 0.105, 1.27788, 0.648703, -0.113548, 1.40185, 0.429385, 0.882816
0.01, 0.115, 1.27524, 0.636456, -0.111065, 1.39804, 0.423157, 0.882816
0.01, 0.125, 1.27257, 0.623928, -0.108541, 1.39418, 0.417029, 0.882816
0.01, 0.135, 1.26987, 0.611152, -0.105979, 1.39029, 0.411003, 0.882816
0.01, 0.145, 1.26716, 0.598147, -0.10338, 1.38636, 0.405083, 0.882816
0.01, 0.155, 1.26443, 0.584908, -0.100746, 1.3824, 0.39927, 0.882816
0.01, 0.165, 1.2617, 0.571404, -0.0980749, 1.37842, 0.39357, 0.882816
0.01, 0.175, 1.25895, 0.557585, -0.0953631, 1.37443, 0.387984, 0.882816
0.01, 0.185, 1.2562, 0.543394, -0.0925986, 1.37046, 0.382516, 0.882816
0.01, 0.195, 1.25348, 0.528807, -0.0897646, 1.36653, 0.37717, 0.882816
0.01, 0.205, 1.2508, 0.513865, -0.0868409, 1.36269, 0.371948, 0.882816
0.01, 0.215, 1.24818, 0.498704, -0.0838123, 1.35893, 0.366855, 0.882816
0.01, 0.225, 1.24559, 0.483549, -0.0806779, 1.35526, 0.361894, 0.882816
0.01, 0.235, 1.24302, 0.468531, -0.0774561, 1.35164, 0.357068, 0.882816
0.01, 0.245, 1.24038, 0.45366, -0.0742192, 1.34797, 0.352381, 0.882816
0.01, 0.255, 1.23754, 0.438942, -0.0710864, 1.34404, 0.347837, 0.882816
0.01, 0.265, 1.23434, 0.424384, -0.0681866, 1.33965, 0.343438, 0.882816
