0.01, 0.01, 0.405826, -0.636936, -0.669838, 0.293405, 0.125, 0, 0, 0.1, 0.998303, 0.0287882
0.01, 0.03, 0.405501, -0.645324, -0.662164, 0.292912, 0.125, 0, 0, 0.1, 0.984158, 0.0287882
0.01, 0.05, 0.40589, -0.652803, -0.654443, 0.293152, 0.125, 0, 0, 0.1, 0.970156, 0.0287882
0.01, 0.07, 0.405824, -0.658912, -0.648036, 0.29296, 0.125, 0, 0, 0.1, 0.956304, 0.0287882
0.01, 0.09, 0.405758, -0.665079, -0.641429, 0.292763, 0.125, 0, 0, 0.1, 0.942604, 0.0287882
0.01, 0.11, 0.405687, -0.671301, -0.634622, 0.29256, 0.125, 0, 0, 0.1, 0.929062, 0.0287882
0.01, 0.13, 0.405612, -0.677575, -0.627606, 0.292349, 0.125, 0, 0, 0.1, 0.915682, 0.0287882
0.01, 0.15, 0.405532, -0.6839, -0.620371, 0.29213, 0.125, 0, 0, 0.1, 0.90247, 0.0287882
0.01, 0.17, 0.405446, -0.690273, -0.612904, 0.291904, 0.125, 0, 0, 0.1, 0.88943, 0.0287882
0.01, 0.19, 0.40535, -0.69669, -0.605195, 0.291669, 0.125, 0, 0, 0.1, 0.876567, 0.0287882
0.01, 0.21, 0.405245, -0.703149, -0.597228, 0.291424, 0.125, 0, 0, 0.1, 0.863887, 0.0287882
0.01, 0.23, 0.405128, -0.709646, -0.588987, 0.291168, 0.125, 0, 0, 0.1, 0.851394, 0.0287882
0.01, 0.25, 0.404997, -0.716177, -0.580456, 0.290901, 0.125, 0, 0, 0.1, 0.839094, 0.0287882
0.01, 0.27, 0.404849, -0.722739, -0.571615, 0.29062, 0.125, 0, 0, 0.1, 0.826992, 0.0287882
0.01, 0.29, 0.404681, -0.729326, -0.562443, 0.290325, 0.125, 0, 0, 0.1, 0.815093, 0.0287882
0.01, 0.31, 0.404492, -0.735934, -0.552918, 0.290014, 0.125, 0, 0, 0.1, 0.803402, 0.0287882
0.01, 0.33, 0.404277, -0.742557, -0.543016, 0.289684, 0.125, 0, 0, 0.1, 0.791926, 0.0287882
0.01, 0.35, 0.404036, -0.749192, -0.532712, 0.289334, 0.125, 0, 0, 0.1, 0.780669, 0.0287882
0.01, 0.37, 0.403767, -0.755832, -0.52198, 0.288964, 0.125, 0, 0, 0.1, 0.769638, 0.0287882
0.01, 0.39, 0.403468, -0.76247, -0.510796, 0.288572, 0.125, 0, 0, 0.1, 0.758838, 0.0287882
0.01, 0.41, 0.403141, -0.769098, -0.499134, 0.288158, 0.125, 0, 0, 0.1, 0.748275, 0.0287882
0.01, 0.43, 0.402787, -0.775704, -0.486975, 0.287723, 0.125, 0, 0, 0.1, 0.737956, 0.0287882
0.01, 0.45, 0.402409, -0.782274, -0.474299, 0.28727, 0.125, 0, 0, 0.1, 0.727886, 0.0287882
0.01, 0.47, 0.402015, -0.788787, -0.461096, 0.286803, 0.125, 0, 0, 0.1, 0.718074, 0.0287882
0.01, 0.49, 0.401612, -0.795215, -0.447357, 0.286329, 0.125, 0, 0, 0.1, 0.708527, 0.0287882
0.01, 0.51, 0.401216, -0.801514, -0.433084, 0.285859, 0.125, 0, 0, 0.1, 0.699251, 0.0287882
0.01, 0.53, 0.400843, -0.80763, -0.418282, 0.28541, 0.125, 0, 0, 0.1, 0.690256, 0.0287882
0.01, 0.55, 0.400523, -0.813423, -0.402938, 0.285, 0.125, 0, 0, 0.1, 0.681549, 0.0287882
0.01, 0.57, 0.400326, -0.818714, -0.387051, 0.284677, 0.125, 0, 0, 0.1, 0.67314, 0.0287882
0.01, 0.59, 0.40025, -0.823466, -0.370629, 0.284507, 0.125, 0, 0, 0.1, 0.665036, 0.0287882
0.01, 0.61, 0.400364, -0.826894, -0.353543, 0.284584, 0.125, 0, 0, 0.1, 0.657247, 0.0287882
0.01, 0.63, 0.400899, -0.828303, -0.335455, 0.285056, 0.125, 0, 0, 0.1, 0.64978, 0.0287882
0.01, 0.65, 0.4022, -0.826059, -0.31591, 0.286231, 0.125, 0, 0, 0.1, 0.642644, 0.0287882
0.01, 0.67, 0.404834, -0.818021, -0.293488, 0.288653, 0.125, 0, 0, 0.1, 0.635845, 0.0287882
0.01, 0.69, 0.409937, -0.7982, -0.265726, 0.293377, 0.125, 0, 0, 0.1, 0.62939, 0.0287882
0.01, 0.71, 0.419925, -0.755528, -0.22714, 0.302389, 0.125, 0, 0, 0.1, 0.623282, 0.0287882
0.01, 0.73, 0.43967, -0.671982, -0.165934, 0.318889, 0.125, 0, 0, 0.1, 0.617526, 0.0287882
0.01, 0.75, 0.48017, -0.521304, -0.0640099, 0.347739, 0.125, 0, 0, 0.1, 0.612125, 0.0287882
0.01, 0.77, 0.565449, -0.276945, 0.100602, 0.393465, 0.125, 0, 0, 0.1, 0.607084, 0.0287882
0.01, 0.79, 0.754771, 0.0497887, 0.333275, 0.455498, 0.125, 0, 0, 0.1, 0.60241, 0.0287882
0.01, 0.81, 1.20249, 0.400172, 0.58789, 0.525357, 0.125, 0, 0, 0.1, 0.598112, 0.0287882
0.01, 0.83, 2.33278, 0.686308, 0.791452, 0.588454, 0.125, 0, 0, 0.1, 0.594201, 0.0287882
0.01, 0.85, 5.35881, 0.861307, 0.91105, 0.631394, 0.125, 0, 0, 0.1, 0.590668, 0.0287882
0.01, 0.87, 13.7437, 0.945381, 0.966051, 0.653057, 0.125, 0, 0, 0.1, 0.587408, 0.0287882
0.01, 0.89, 39.1219, 0.980739, 0.988419, 0.658412, 0.125, 0, 0, 0.1, 0.583974, 0.0287882
0.01, 0.91, 100.843, 0.992537, 0.995647, 0.654568, 0.125, 0, 0, 0.1, 0.57945, 0.0287882
0.01, 0.93, 346.343, 0.997873, 0.99881, 0.638745, 0.125, 0, 0, 0.1, 0.573704, 0.0287882
0.01, 0.95, 934.038, 0.999257, 0.999592, 0.599612, 0.125, 0, 0, 0.1, 0.578664, 0.0287882
0.01, 0.97, 1066.67, 0.999362, 0.999626, 0.587798, 0.125, 0, 0, 0.1, 0.579013, 0.0287882
0.01, 0.99, 445.298, 0.998371, 0.999138, 0.620689, 0.125, 0, 0, 0.1, 0.578189, 0.0287882
0.01, 1.01, 608.293, 0.998819, 0.999419, 0.605691, 0.125, 0, 0, 0.1, 0.573033, 0.0287882
0.01, 1.03, 1056.5, 0.999349, 0.999684, 0.573837, 0.125, 0, 0, 0.1, 0.566711, 0.0287882
0.01, 1.05, 1151.22, 0.999408, 0.999705, 0.567178, 0.125, 0, 0, 0.1, 0.576, 0.0287882
0.01, 1.07, 835.852, 0.99916, 0.999572, 0.585525, 0.125, 0, 0, 0.1, 0.579799, 0.0287882
0.01, 1.09, 309.068, 0.99762, 0.998834, 0.614029, 0.125, 0, 0, 0.1, 0.583133, 0.0287882
0.01, 1.11, 137.112, 0.994563, 0.997422, 0.620071, 0.125, 0, 0, 0.1, 0.586143, 0.0287882
0.01, 1.13, 67.0995, 0.988825, 0.994851, 0.620166, 0.125, 0, 0, 0.1, 0.58922, 0.0287882
0.01, 1.15, 36.2455, 0.97923, 0.990676, 0.618408, 0.125, 0, 0, 0.1, 0.592559, 0.0287882
0.01, 1.17, 20.9392, 0.963911, 0.984187, 0.615817, 0.125, 0, 0, 0.1, 0.596211, 0.0287882
0.01, 1.19, 12.5978, 0.939773, 0.97421, 0.612233, 0.125, 0, 0, 0.1, 0.600176, 0.0287882
0.01, 1.21, 7.79005, 0.902162, 0.959038, 0.607042, 0.125, 0, 0, 0.1, 0.604454, 0.0287882
0.01, 1.23, 4.93559, 0.844767, 0.93648, 0.599327, 0.125, 0, 0, 0.1, 0.609048, 0.0287882
0.01, 1.25, 3.21346, 0.760128, 0.904173, 0.587789, 0.125, 0, 0, 0.1, 0.613967, 0.0287882
0.01, 1.27, 2.16338, 0.641418, 0.860359, 0.570725, 0.125, 0, 0, 0.1, 0.619222, 0.0287882
0.01, 1.29, 1.51703, 0.485906, 0.805067, 0.54645, 0.125, 0, 0, 0.1, 0.624822, 0.0287882
0.01, 1.31, 1.11527, 0.299031, 0.741136, 0.514425, 0.125, 0, 0, 0.1, 0.630772, 0.0287882
0.01, 1.33, 0.862918, 0.0958557, 0.674094, 0.476496, 0.125, 0, 0, 0.1, 0.637075, 0.0287882
0.01, 1.35, 0.702714, -0.103038, 0.61061, 0.436812, 0.125, 0, 0, 0.1, 0.643731, 0.0287882
0.01, 1.37, 0.59996, -0.279391, 0.556383, 0.399994, 0.125, 0, 0, 0.1, 0.650735, 0.0287882
0.01, 1.39, 0.533426, -0.423077, 0.514634, 0.369141, 0.125, 0, 0, 0.1, 0.658081, 0.0287882
0.01, 1.41, 0.489976, -0.532585, 0.485827, 0.345206, 0.125, 0, 0, 0.1, 0.665762, 0.0287882
0.01, 1.43, 0.461385, -0.611924, 0.468447, 0.327612, 0.125, 0, 0, 0.1, 0.673769, 0.0287882
0.01, 1.45, 0.442454, -0.667185, 0.460093, 0.31514, 0.125, 0, 0, 0.1, 0.682093, 0.0287882
0.01, 1.47, 0.429775, -0.704368, 0.458697, 0.306402, 0.125, 0, 0, 0.1, 0.690724, 0.0287882
0.01, 1.49, 0.421428, -0.728486, 0.461788, 0.300566, 0.125, 0, 0, 0.1, 0.699653, 0.0287882
0.01, 1.51, 0.415819, -0.743195, 0.467447, 0.296677, 0.125, 0, 0, 0.1, 0.708871, 0.0287882
0.01, 1.53, 0.412027, -0.751398, 0.475264, 0.294037, 0.125, 0, 0, 0.1, 0.718369, 0.0287882
0.01, 1.55, 0.409476, -0.755295, 0.484221, 0.292268, 0.125, 0, 0, 0.1, 0.728138, 0.0287882
0.01, 1.57, 0.407819, -0.756086, 0.494011, 0.291205, 0.125, 0, 0, 0.1, 0.738169, 0.0287882
0.01, 1.59, 0.406752, -0.754793, 0.504111, 0.290562, 0.125, 0, 0, 0.1, 0.748457, 0.0287882
0.01, 1.61, 0.406058, -0.751791, 0.514259, 0.290179, 0.125, 0, 0, 0.1, 0.758992, 0.0287882
0.01, 1.63, 0.405626, -0.747737, 0.524277, 0.289976, 0.125, 0, 0, 0.1, 0.769768, 0.0287882
0.01, 1.65, 0.405365, -0.742954, 0.534145, 0.28993, 0.125, 0, 0, 0.1, 0.780779, 0.0287882
0.01, 1.67, 0.405223, -0.737656, 0.543785, 0.289965, 0.125, 0, 0, 0.1, 0.792019, 0.0287882
0.01, 1.69, 0.40516, -0.731996, 0.553176, 0.290058, 0.125, 0, 0, 0.1, 0.80348, 0.0287882
0.01, 1.71, 0.405146, -0.726088, 0.562306, 0.290188, 0.125, 0, 0, 0.1, 0.815157, 0.0287882
0.01, 1.73, 0.405163, -0.720018, 0.571176, 0.290345, 0.125, 0, 0, 0.1, 0.827045, 0.0287882
0.01, 1.75, 0.405197, -0.713846, 0.579795, 0.290518, 0.125, 0, 0, 0.1, 0.839138, 0.0287882
0.01, 1.77, 0.405245, -0.707604, 0.588161, 0.290703, 0.125, 0, 0, 0.1, 0.85143, 0.0287882
0.01, 1.79, 0.405303, -0.701311, 0.596278, 0.290894, 0.125, 0, 0, 0.1, 0.863916, 0.0287882
0.01, 1.81, 0.405363, -0.695004, 0.604161, 0.291089, 0.125, 0, 0, 0.1, 0.87659, 0.0287882
0.01, 1.83, 0.405425, -0.688699, 0.611819, 0.291285, 0.125, 0, 0, 0.1, 0.889447, 0.0287882
0.01, 1.85, 0.405489, -0.682408, 0.619261, 0.291483, 0.125, 0, 0, 0.1, 0.902483, 0.0287882
0.01, 1.87, 0.405552, -0.676143, 0.626496, 0.29168, 0.125, 0, 0, 0.1, 0.915691, 0.0287882
0.01, 1.89, 0.405616, -0.669909, 0.63353, 0.291876, 0.125, 0, 0, 0.1, 0.929067, 0.0287882
0.01, 1.91, 0.405679, -0.663714, 0.640373, 0.29207, 0.125, 0, 0, 0.1, 0.942607, 0.0287882
0.01, 1.93, 0.405742, -0.65756, 0.64703, 0.292262, 0.125, 0, 0, 0.1, 0.956304, 0.0287882
0.01, 1.95, 0.405873, -0.651726, 0.653249, 0.292512, 0.125, 0, 0, 0.1, 0.970155, 0.0287882
0.01, 1.97, 0.405342, -0.644115, 0.661194, 0.292134, 0.125, 0, 0, 0.1, 0.984154, 0.0287882
0.01, 1.99, 0.405775, -0.635048, 0.669469, 0.292746, 0.125, 0, 0, 0.1, 0.998298, 0.0287882
0.03, 0.01, 0.405496, -0.628458, -0.677791, 0.293046, 0.125, 0, 0, 0.1, 0.984164, 0.0287882
