0.005, 0.005, 1, 1.71292e-14, 1.54561e-51, 1, 1, 1.1028e-13, 9.19267e-51, 1, -0.713908, 0.244361
0.005, 0.015, 1, 1.71292e-14, 1.54586e-51, 1, 1, 1.1028e-13, 9.19268e-51, 1, -0.713908, 0.244361
0.005, 0.025, 1, 1.71292e-14, 1.54586e-51, 1, 1, 1.1028e-13, 9.19268e-51, 1, -0.713908, 0.244361
0.005, 0.035, 1, 1.71292e-14, 1.54586e-51, 1, 1, 1.1028e-13, 9.19268e-51, 1, -0.713908, 0.244361
0.005, 0.045, 1, 1.71292e-14, 1.54586e-51, 1, 1, 1.1028e-13, 9.19268e-51, 1, -0.713908, 0.244361
0.005, 0.055, 1, 1.71292e-14, 1.54586e-51, 1, 1, 1.1028e-13, 9.19268e-51, 1, -0.713908, 0.244361
0.005, 0.065, 1, 1.71292e-14, 1.54586e-51, 1, 1, 1.1028e-13, 9.19268e-51, 1, -0.713908, 0.244361
0.005, 0.075, 1, 1.71292e-14, 1.54586e-51, 1, 1, 1.1028e-13, 9.19268e-51, 1, -0.713908, 0.244361
0.005, 0.085, 1, 1.71292e-14, 1.54586e-51, 1, 1, 1.1028e-13, 9.19268e-51, 1, -0.713908, 0.244361
0.005, 0.095, 1, 1.71292e-14, 1.54586e-51, 1, 1, 1.1028e-13, 9.19268e-51, 1, -0.713908, 0.244361
0.005, 0.105, 1, 1.71292e-14, 1.54586e-51, 1, 1, 1.1028e-13, 9.19268e-51, 1, -0.713908, 0.244361
0.005, 0.115, 1, 1.71292e-14, 1.54586e-51, 1, 1, 1.1028e-13, 9.19268e-51, 1, -0.713908, 0.244361
0.005, 0.125, 1, 1.71292e-14, 1.54586e-51, 1, 1, 1.1028e-13, 9.19268e-51, 1, -0.713908, 0.244361
0.005, 0.135, 1, 1.71292e-14, 1.54586e-51, 1, 1, 1.1028e-13, 9.19268e-51, 1, -0.713908, 0.244361
0.005, 0.145, 1, 1.71292e-14, 1.54586e-51, 1, 1, 1.1028e-13, 9.19268e-51, 1, -0.713908, 0.244361
0.005, 0.155, 1, 1.71292e-14, 1.54586e-51, 1, 1, 1.1028e-13, 9.19268e-51, 1, -0.713908, 0.244361
0.005, 0.165, 1, 1.71292e-14, 1.54586e-51, 1, 1, 1.1028e-13, 9.19268e-51, 1, -0.713908, 0.244361
0.005, 0.175, 1, 1.71292e-14, 1.54586e-51, 1, 1, 1.1028e-13, 9.19268e-51, 1, -0.713908, 0.244361
0.005, 0.185, 1, 1.71292e-14, 1.54586e-51, 1, 1, 1.1028e-13, 9.19268e-51, 1, -0.713908, 0.244361
0.005, 0.195, 1, 1.71292e-14, 1.54586e-51, 1, 1, 1.1028e-13, 9.19268e-51, 1, -0.713908, 0.244361
