0.0025, 1.33286, 111.822, 149981, 0.1379, -0.000238511, 99999.9, -0.4975
0.0075, 1.33286, 111.821, 149982, 0.1379, -0.000238511, 99999.9, -0.492906
0.0125, 1.33286, 111.82, 149982, 0.1379, -0.000238511, 99999.9, -0.487906
0.0175, 1.33287, 111.82, 149982, 0.1379, -0.000238511, 99999.9, -0.482906
0.0225, 1.33287, 111.82, 149983, 0.1379, -0.000238511, 99999.9, -0.477906
0.0275, 1.33288, 111.819, 149983, 0.1379, -0.000238511, 99999.9, -0.472906
0.0325, 1.33289, 111.818, 149984, 0.1379, -0.000238511, 99999.9, -0.467906
0.0375, 1.3329, 111.815, 149985, 0.1379, -0.000238511, 99999.9, -0.462906
0.0425, 1.33293, 111.812, 149987, 0.1379, -0.000238511, 99999.9, -0.457906
0.0475, 1.33294, 111.808, 149988, 0.1379, -0.000238511, 99999.9, -0.452906
0.0525, 1.33296, 111.805, 149990, 0.1379, -0.000238511, 99999.9, -0.447906
0.0575, 1.33296, 111.803, 149991, 0.1379, -0.000238511, 99999.9, -0.442906
0.0625, 1.33296, 111.803, 149992, 0.1379, -0.000238511, 99999.9, -0.437906
0.0675, 1.33295, 111.802, 149992, 0.1379, -0.000238511, 99999.9, -0.432906
0.0725, 1.33293, 111.803, 149991, 0.1379, -0.000238511, 99999.9, -0.427906
0.0775, 1.33289, 111.805, 149990, 0.1379, -0.000238511, 99999.9, -0.422906
0.0825, 1.33277, 111.808, 149988, 0.1379, -0.000238511, 99999.9, -0.417906
0.0875, 1.33247, 111.81, 149988, 0.1379, -0.000238511, 99999.9, -0.412906
0.0925, 1.33191, 111.81, 149988, 0.1379, -0.000238511, 99999.9, -0.407906
0.0975, 1.33124, 111.809, 149989, 0.1379, -0.000238511, 99999.9, -0.402906
0.1025, 1.33067, 111.808, 149989, 0.1379, -0.000238511, 99999.9, -0.397906
0.1075, 1.33026, 111.807, 149990, 0.1379, -0.000238511, 99999.9, -0.392906
0.1125, 1.33002, 111.806, 149990, 0.1379, -0.000238511, 99999.9, -0.387906
0.1175, 1.32992, 111.805, 149990, 0.1379, -0.000238511, 99999.9, -0.382906
0.1225, 1.3299, 111.805, 149990, 0.1379, -0.000238511, 99999.9, -0.377906
0.1275, 1.32994, 111.804, 149990, 0.1379, -0.000238511, 99999.9, -0.372906
0.1325, 1.33021, 111.804, 149990, 0.1379, -0.000238511, 99999.9, -0.367906
0.1375, 1.33086, 111.804, 149991, 0.1379, -0.000238511, 99999.9, -0.362906
0.1425, 1.33164, 111.801, 149992, 0.1379, -0.000238511, 99999.9, -0.357906
0.1475, 1.33231, 111.798, 149994, 0.1379, -0.000238511, 99999.9, -0.352906
0.1525, 1.3328, 111.795, 149995, 0.1379, -0.000238511, 99999.9, -0.347906
0.1575, 1.33314, 111.794, 149997, 0.1379, -0.000238511, 99999.9, -0.342906
0.1625, 1.33334, 111.793, 149997, 0.1379, -0.000238511, 99999.9, -0.337906
0.1675, 1.33345, 111.792, 149997, 0.1379, -0.000238511, 99999.9, -0.332906
0.1725, 1.33348, 111.794, 149997, 0.1379, -0.000238511, 99999.9, -0.327906
0.1775, 1.33348, 111.795, 149996, 0.1379, -0.000238511, 99999.9, -0.322906
0.1825, 1.33343, 111.798, 149994, 0.1379, -0.000238511, 99999.9, -0.317906
0.1875, 1.33324, 111.801, 149992, 0.1379, -0.000238511, 99999.9, -0.312906
0.1925, 1.33296, 111.802, 149992, 0.1379, -0.000238511, 99999.9, -0.307906
0.1975, 1.33271, 111.802, 149992, 0.1379, -0.000238511, 99999.9, -0.302906
0.2025, 1.33258, 111.801, 149991, 0.1379, -0.000238511, 99999.9, -0.297906
0.2075, 1.33254, 111.8, 149992, 0.1379, -0.000238511, 99999.9, -0.292906
0.2125, 1.33255, 111.799, 149992, 0.1379, -0.000238511, 99999.9, -0.287906
0.2175, 1.33268, 111.799, 149993, 0.1379, -0.000238511, 99999.9, -0.282906
0.2225, 1.33298, 111.8, 149994, 0.1379, -0.000238511, 99999.9, -0.277906
0.2275, 1.33329, 111.802, 149996, 0.1379, -0.000238511, 99999.9, -0.272906
0.2325, 1.3335, 111.801, 149996, 0.1379, -0.000238511, 99999.9, -0.267906
0.2375, 1.33363, 111.799, 149996, 0.1379, -0.000238511, 99999.9, -0.262906
0.2425, 1.33369, 111.792, 149993, 0.1379, -0.000238511, 99999.9, -0.257906
0.2475, 1.33369, 111.77, 149986, 0.1379, -0.000238511, 99999.9, -0.252906
0.2525, 1.33344, 111.701, 149954, 0.1379, -0.000238511, 99999.9, -0.247906
0.2575, 1.33233, 111.458, 149824, 0.1379, -0.000238511, 99999.9, -0.242904
0.2625, 1.32911, 110.629, 149380, 0.1379, -0.000238511, 99999.9, -0.2379
0.2675, 1.31739, 107.133, 147543, 0.1379, -0.000238511, 99999.9, -0.23288
0.2725, 1.27405, 94.1564, 140852, 0.1379, -0.000238511, 99999.9, -0.227815
0.2775, 1.18965, 67.4668, 127991, 0.1379, -0.000238511, 99999.9, -0.22271
0.2825, 1.10861, 39.7879, 115798, 0.1379, -0.000238511, 99999.9, -0.217618
0.2875, 1.05613, 20.8511, 108044, 0.1379, -0.000238511, 99999.9, -0.21256
0.2925, 1.02708, 10.1102, 103838, 0.1379, -0.000238511, 99999.9, -0.207529
0.2975, 1.01252, 4.68317, 101764, 0.1379, -0.000238511, 99999.9, -0.202513
0.3025, 1.00565, 2.11283, 100793, 0.1379, -0.000238511, 99999.9, -0.197506
0.3075, 1.0025, 0.937259, 100351, 0.1379, -0.000238511, 99999.9, -0.192503
0.3125, 1.0011, 0.410413, 100154, 0.1379, -0.000238511, 99999.9, -0.187501
0.3175, 1.00047, 0.177592, 100066, 0.1379, -0.000238511, 99999.9, -0.1825
0.3225, 1.0002, 0.0759239, 100028, 0.1379, -0.000238511, 99999.9, -0.1775
0.3275, 1.00009, 0.0320457, 100012, 0.1379, -0.000238511, 99999.9, -0.1725
0.3325, 1.00004, 0.0133419, 100005, 0.1379, -0.000238511, 99999.9, -0.1675
0.3375, 1.00001, 0.0054752, 100002, 0.1379, -0.000238511, 99999.9, -0.1625
0.3425, 1.00001, 0.00221411, 100001, 0.1379, -0.000238511, 99999.9, -0.1575
0.3475, 1, 0.000883091, 100000, 0.1379, -0.000238511, 99999.9, -0.1525
0.3525, 1, 0.000348726, 100000, 0.1379, -0.000238511, 99999.9, -0.1475
0.3575, 1, 0.000137864, 100000, 0.1379, -0.000238511, 99999.9, -0.1425
0.3625, 1, 5.61222e-05, 100000, 0.1379, -0.000238511, 99999.9, -0.1375
0.3675, 1, 2.50003e-05, 100000, 0.1379, -0.000238511, 99999.9, -0.1325
0.3725, 1, 1.33687e-05, 100000, 0.1379, -0.000238511, 99999.9, -0.1275
0.3775, 1, 9.1091e-06, 100000, 0.1379, -0.000238511, 99999.9, -0.1225
0.3825, 1, 7.58797e-06, 100000, 0.1379, -0.000238511, 99999.9, -0.1175
0.3875, 1, 7.0638e-06, 100000, 0.1379, -0.000238511, 99999.9, -0.1125
0.3925, 1, 6.89401e-06, 100000, 0.1379, -0.000238511, 99999.9, -0.1075
0.3975, 1, 6.84581e-06, 100000, 0.1379, -0.000238511, 99999.9, -0.1025
0.4025, 1, 6.83602e-06, 100000, 0.1379, -0.000238511, 99999.9, -0.0975
0.4075, 1, 6.83728e-06, 100000, 0.1379, -0.000238511, 99999.9, -0.0925
0.4125, 1, 6.84117e-06, 100000, 0.1379, -0.000238511, 99999.9, -0.0875
0.4175, 1, 6.84345e-06, 100000, 0.1379, -0.000238511, 99999.9, -0.0825
0.4225, 1, 6.84419e-06, 100000, 0.1379, -0.000238511, 99999.9, -0.0775
0.4275, 1, 6.84431e-06, 100000, 0.1379, -0.000238511, 99999.9, -0.0725
0.4325, 1, 6.84405e-06, 100000, 0.1379, -0.000238511, 99999.9, -0.0675
0.4375, 1, 6.84312e-06, 100000, 0.1379, -0.000238511, 99999.9, -0.0625
0.4425, 1, 6.84191e-06, 100000, 0.1379, -0.000238511, 99999.9, -0.0575
0.4475, 1, 6.84099e-06, 100000, 0.1379, -0.000238511, 99999.9, -0.0525
0.4525, 1, 6.84046e-06, 100000, 0.1379, -0.000238511, 99999.9, -0.0475
0.4575, 1, 6.84026e-06, 100000, 0.1379, -0.000238511, 99999.9, -0.0425
0.4625, 1, 6.84026e-06, 100000, 0.1379, -0.000238511, 99999.9, -0.0375
0.4675, 1, 6.84041e-06, 100000, 0.1379, -0.000238511, 99999.9, -0.0325
0.4725, 1, 6.84056e-06, 100000, 0.1379, -0.000238511, 99999.9, -0.0275
0.4775, 1, 6.83889e-06, 100000, 0.1379, -0.000238511, 99999.9, -0.0225
0.4825, 1, 6.81536e-06, 100000, 0.1379, -0.000238511, 99999.9, -0.0175
0.4875, 1, 6.54297e-06, 100000, 0.1379, -0.000238511, 99999.9, -0.0125
0.4925, 1, 3.6749e-06, 100000, 0.1379, -0.000238511, 99999.9, -0.00749998
0.4975, 1, -4.90131e-05, 100000, 0.1379, -0.00039183, 99999.9, -0.00249998
0.5025, 1, -0.000171774, 99999.9, 0.1379, -0.000428009, 99999.9, 0.00250003
0.5075, 0.999999, -0.000238511, 99999.9, 0.1379, -0.000430158, 99999.9, 0.00750003
0.5125, 0.999999, -0.000238511, 99999.9, 0.1379, -0.00043016, 99999.9, 0.0125
0.5175, 0.999999, -0.000238511, 99999.9, 0.1379, -0.00043016, 99999.9, 0.0175
0.5225, 0.999999, -0.000238511, 99999.9, 0.1379, -0.000430161, 99999.9, 0.0225
0.5275, 0.999999, -0.000238511, 99999.9, 0.1379, -0.000430161, 99999.9, 0.0275
0.5325, 0.999999, -0.000238511, 99999.9, 0.1379, -0.000430161, 99999.9, 0.0325
0.5375, 0.999999, -0.000238511, 99999.9, 0.1379, -0.000430161, 99999.9, 0.0375
0.5425, 0.999999, -0.000238511, 99999.9, 0.1379, -0.000430161, 99999.9, 0.0425
0.5475, 0.999999, -0.000238511, 99999.9, 0.1379, -0.000430161, 99999.9, 0.0475
0.5525, 0.999999, -0.000238511, 99999.9, 0.1379, -0.000430161, 99999.9, 0.0525
0.5575, 0.999999, -0.000238511, 99999.9, 0.1379, -0.00043016, 99999.9, 0.0575
